voter_name,voter_id,voter_url,voter_role,voter_nationality,voter_gender,poll_category,voter_title,film_count,voter_comments
Carlos Losilla,743,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/743,critic,Spain,Male,critics poll,"Film critic; professor of Film Theory, University Pompeu Fabra Barcelona",10,"These are the ten films that (these days) have had the biggest impact on my own view of cinema – tomorrow it may well be others. There is a certain line of continuity between them, but I still don’t know how it goes."
Simon Louvish,98,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/98,critic,US,Male,critics poll,Film author,10,"Spanning cinema’s first century (and a bit), these represent to me the acme of cinema’s capability to express the essentials of humanity – good, bad, ridiculous, appalling – showcasing the medium’s ability to be its own particular artform, unlike any other narrative medium.
 In another mood, another list…"
Xiaoning Lu,8,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/8,academic,China/UK,Female,critics poll,"Academic, Taiwanese and Chinese cinema, School of Oriental and African Studies (SOAS), University of London",10,
Tim Lucas,51,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/51,critic,US,Male,critics poll,"Film critic; publisher, editor,Video Watchdog video review magazine ",10,"I’ve set myself a couple of rules: no short films, only one title per director. There should be no numbers in such rarified air, but I have organised the titles into an approximate if slippery order of preference. I find the complete omission of silent and animated films tragic, but as I’ve often thought, it’s people’s top 11-20 choices that often yield the most interesting pictures. That said, I believe I’ve succeeded in squeezing more interesting titles closer to the top than in previous years.
I was very late in catching up with this L’Eclisse, but the decades-long delay did nothing to make its comments on relationships in a post-war, suburban and artificial landscape any the less pertinent. This is the only film I know that understands exactly how much to withhold – of its characters and its story – to make its overall construct ring true. Its uninhabited, cubist finale is the greatest of all time. 
Les enfants du paradis is the only film I know that has all the nutrition of a great novel, the kind you can’t bear to end; its abrupt ending, which washes the world it has constructed away, leaves one in complete awe of its powers of invention.
I first saw Once Upon a Time in the West film at the age of 12; I went to see the Elvis Presley movie Charro! that was playing with it. I wasn’t a fan of the genre, so I didn’t recognise that Leone’s film was a pastiche of dozens of other Westerns, but I feel I lost something of my virginity to it, and when I staggered out of the theater without seeing Charro! because I knew it couldn’t possibly compare to what I’d just seen, I made what I now recognise as my first adult decision.
I would prefer to list the whole Three Colours Trilogy as a whole, but limited to one, I find Three Colours: Red more certain of itself, less enigmatic, and thus more moving than The Double Life of Veronique. Not only is it the greatest platonic love story I’ve seen, it acknowledges a side of life I’ve always known and, before this film, felt alone in knowing.
The most passionate and articulate of political films, The Devils is intellectual and feverish, absolutely inspired in its design, appropriately terrifying, and yes, outrageous – because it is outraged. This may be the cinema’s most damning indictment of humankind, and it is refreshed every time someone fails to see beyond the shame it depicts to its spine of dignity. 
Having lived in different people’s homes as a youngster, and having been subjected to their whims, cruelties and almost random kindnesses, I often sought refuge in the unconditional love of animals, all of which makes Au Hasard Balthazar the most compassionate of films and the unusually cathartic for me.
There is almost too much magnificence in Bergman to consider, and there are titles I know better and perhaps love harder, but Fanny and Alexander film gives us his most generous assembly of unforgettable characters, and its aspects of magic and melodrama now find it knocking Cocteau’s Beauty and the Beast off my list as the greater fairytale.
Wry, patient, beautifully and meticulously observed, Barry Lyndon is the screen’s most convincing and picturesque evocation of an earlier time, and the slyness of its expression opens a whole new wing of subtlety. Beyond all that, it nails the human race. 
Much as in the case of my choosing Fanny and Alexander over Beauty and the Beast, Andrzej Zulawski’s The Most Important Thing: Love has done the once unthinkable by bumping Godard’s Contempt off my top ten. Both films are about the movies, the pinch of business against the purer yearnings of the spirit, and what is unknowable in the dynamics between people, and they also share a similar Georges Delerue score, but what I find most captivating – despite Romy Schneider’s heartrending performance and Jacques Dutronc’s jokerly tragedian – is its depiction of courtly love in a harsh and brutal world.
Man on Wire, James Marsh’s documentary about Philippe Petit’s 1974 tightrope walk between the twin towers of the World Trade Center, is a breathtaking testament to the achievements that are within reach of the daydreaming mind every day. Now that the towers themselves no longer exist, the film’s importance quantifies as Petit’s glorious (because of its essentially meaninglessness) feat assumes a greater surrealistic, colossally abstract dimension, as we ponder what survives today of his death-defying lark."
Violet Lucca,23,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/23,critic,US,Female,critics poll,"Digital editor, Film Comment",10,
Verena Lueken,28,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/28,critic,Germany,Female,critics poll,"Film editor, Frankfurter Allgemeine Zeitung",10,"Thirty movies would be easier, 100 a piece of cake. But ten? Finally, I decided to leave out the films that have belonged to this list for decades: Citizen Kane, Tokyo Story, 8 1/2, Battleship Potemkin, The Godfather, Sunrise et al. I chose my films as a mixture of personal favorites, new proposals and those I think make sense in my view on film history as a personal greatest’ list."
Marlena Lukasiak,338,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/338,programmer,Poland,Female,critics poll,"Head of Film, Polish Cultural Institute",10,
Jan Lumholdt,509,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/509,critic,Sweden,Male,critics poll,"Critic, Svenska Dagbladet",10,"
	Many of these films were first seen through the wide and unassuming eyes of a young boy, then later through the discerning ones of a seasoned grown-up. To both fellows, they hit home."
Cristina Álvarez López,707,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/707,critic,Spain,Female,critics poll,"Critic, Transit",10,
Kalle Løchen,443,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/443,critic,Norway,Male,critics poll,"Film consultant, critic, writer",10,"These films have had a great impact on my view of cinema, treasures from the history of film that I want to share with others"
Kevin MacDonald,1022,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1022,Director,UK,Male,directors poll,Touching the Void; State of Play,10,"These are the films which occur to me today – but next week the list would probably change. It is a mixture of films which were important to me because of the time I saw them in my own life, films which have been influential on my own work and films which I just enjoyed enormously."
Scott MacDonald,114,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/114,academic,US,Male,critics poll,"Author; professor, Film History, Hamilton College, Harvard University",10,"I cannot explain why these ten wonderful films; on another day I might choose a completely different list. But these films have/can stand the test of time, have broken new ground and have demonstrated what cinema is capable of."
Tiago Mata Machado,1185,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1185,Director,Brazil,Male,directors poll,O Quadrado de Joana; The Residents,10,"The most difficult part in coming up with this list was to think of the criteria which would guide me into making choices.  After establishing them, I found it hard to strike a balance between the established principles and my most natural cinephilic tendencies. As this is a list of movies, and not of authors, I often chose, to the detriment of my favourite authors, movies which were the result of, in a more organic and spontaneous way, the dynamics between the societies which produced them and their reflection, the cinema; movies which embodied a certain zeitgeist. I assumed, in a somewhat Godardian way, that the history of cinema is the history which projects itself, which means that I tried to think of movies not only in terms of the history of cinema (the history of aesthetics and of cinematographic styles), but above all in relation to the history of the 20th century– which is also not entirely true, given the absence of the Soviet classics in the list. The movies chosen are nonetheless all auteur movies, but in them the role of the auteur is much less important than the collective strength and vigour which circumscribed the creation of the work, acclaiming it first and foremost as a sort of collective announcement. In these, the auteur comes in, first and foremost, as a mediator and a trigger of a collective process which invariably involves competent and faithful collaborators, real teams in the prime of productivity. Many of these movies are, therefore, the result of years of partnership between moviemakers and their respective crews and acting troupes – if it is a fact that every production worth of respect must be a secret plot among those who take part in it, the movies in this list may actually be seen as very well-orchestrated plots."
